FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
1088,648,649,42,101,021600,1,1500000US421010216001,421010216001,1,BG,353144.000000000000000,0.000000000000000,8947.145645810000133,3825978.982170000206679,3825978.982170000206679,3825978.982170000206679,13,21,3825978.982220000121742,1.000000000010000
1089,649,650,42,101,027402,2,1500000US421010274022,421010274022,2,BG,133326.000000000000000,0.000000000000000,4703.980023580000307,1413421.350469999946654,1413421.350469999946654,1413421.350469999946654,38,42,1413421.350490000098944,1.000000000010000
1090,650,651,42,101,026900,2,1500000US421010269002,421010269002,2,BG,462299.000000000000000,0.000000000000000,9217.166817650000667,4965276.859280000440776,4965276.859280000440776,4965276.859280000440776,45,49,8960.506102429999373,0.001804633730680
1091,650,651,42,101,026900,2,1500000US421010269002,421010269002,2,BG,462299.000000000000000,0.000000000000000,9217.166817650000667,4965276.859280000440776,4965276.859280000440776,4965276.859280000440776,59,61,4946804.782080000266433,0.996279748799000
1092,651,652,42,101,033900,3,1500000US421010339003,421010339003,3,BG,644552.000000000000000,0.000000000000000,10677.293880499999432,6963236.721219999715686,6963236.721219999715686,6963236.721219999715686,61,63,6963217.487429999746382,0.999997237809000
1093,652,653,42,101,034100,1,1500000US421010341001,421010341001,1,BG,186381.000000000000000,0.000000000000000,5824.035430799999631,2007095.715349999954924,2007095.715349999954924,2007095.715349999954924,61,63,2007095.715349999954924,1.000000000000000
1094,653,654,42,101,002500,2,1500000US421010025002,421010025002,2,BG,98071.000000000000000,0.000000000000000,5775.912033829999928,1120580.154790000058711,1120580.154790000058711,1120580.154790000058711,0,1,69096.746911800000817,0.061661583614900
1095,653,654,42,101,002500,2,1500000US421010025002,421010025002,2,BG,98071.000000000000000,0.000000000000000,5775.912033829999928,1120580.154790000058711,1120580.154790000058711,1120580.154790000058711,11,2,1051483.407859999919310,0.938338416369000
1096,654,655,42,101,011500,3,1500000US421010115003,421010115003,3,BG,125549.000000000000000,0.000000000000000,4743.489913530000194,1331330.291070000035688,1331330.291070000035688,1331330.291070000035688,27,34,1331330.291100000031292,1.000000000020000
1097,655,656,42,101,033000,1,1500000US421010330001,421010330001,1,BG,61096.000000000000000,0.000000000000000,3252.719617839999955,658458.346955999964848,658458.346955999964848,658458.346955999964848,37,41,2271.262372409999898,0.003449363779670
1098,655,656,42,101,033000,1,1500000US421010330001,421010330001,1,BG,61096.000000000000000,0.000000000000000,3252.719617839999955,658458.346955999964848,658458.346955999964848,658458.346955999964848,63,65,656187.084584000054747,0.996550636221000
1099,656,657,42,101,009000,2,1500000US421010090002,421010090002,2,BG,83926.000000000000000,0.000000000000000,3927.856066670000018,901630.893663999973796,901630.893663999973796,901630.893663999973796,16,24,901630.893663999973796,1.000000000000000
1100,657,658,42,101,025900,1,1500000US421010259001,421010259001,1,BG,122829.000000000000000,0.000000000000000,4611.698773179999989,1318994.636459999950603,1318994.636459999950603,1318994.636459999950603,47,50,1318475.698850000044331,0.999606565792000
1101,658,659,42,101,012100,2,1500000US421010121002,421010121002,2,BG,708025.000000000000000,5378.000000000000000,13075.033144000000902,7810269.057430000044405,7810269.057430000044405,7810269.057430000044405,49,52,7810268.241559999994934,0.999999895539000
1102,659,660,42,101,021700,4,1500000US421010217004,421010217004,4,BG,253102.000000000000000,0.000000000000000,7263.100791799999570,2605345.637159999925643,2605345.637159999925643,2605345.637159999925643,13,21,2605345.637159999925643,1.000000000000000
1103,660,661,42,101,036501,2,1500000US421010365012,421010365012,2,BG,681036.000000000000000,0.000000000000000,11954.172042199999851,7419798.256590000353754,7419798.256590000353754,7419798.256590000353754,55,58,7358949.867390000261366,0.991799185491000
1104,661,662,42,101,019800,5,1500000US421010198005,421010198005,5,BG,48513.000000000000000,0.000000000000000,3256.411798199999794,623076.096748000010848,623076.096748000010848,623076.096748000010848,39,43,623076.096748000010848,1.000000000000000
1105,662,663,42,101,026400,1,1500000US421010264001,421010264001,1,BG,139420.000000000000000,0.000000000000000,5098.834498879999956,1522377.119630000088364,1522377.119630000088364,1522377.119630000088364,1,10,1522377.119620000012219,0.999999999993000
1106,663,664,42,101,016702,2,1500000US421010167022,421010167022,2,BG,58045.000000000000000,0.000000000000000,3416.514622990000134,566464.783326999982819,566464.783326999982819,566464.783326999982819,2,11,1530.686922319999894,0.002702174905440
1107,663,664,42,101,016702,2,1500000US421010167022,421010167022,2,BG,58045.000000000000000,0.000000000000000,3416.514622990000134,566464.783326999982819,566464.783326999982819,566464.783326999982819,7,16,564934.096407999983057,0.997297825100000
1108,664,665,42,101,032500,2,1500000US421010325002,421010325002,2,BG,156476.000000000000000,0.000000000000000,5202.034781680000378,1685346.417219999944791,1685346.417219999944791,1685346.417219999944791,37,41,1133899.401860000099987,0.672799010503000
1109,664,665,42,101,032500,2,1500000US421010325002,421010325002,2,BG,156476.000000000000000,0.000000000000000,5202.034781680000378,1685346.417219999944791,1685346.417219999944791,1685346.417219999944791,52,55,551447.015332999988459,0.327200989481000
1110,665,666,42,101,016200,2,1500000US421010162002,421010162002,2,BG,223441.000000000000000,0.000000000000000,6757.730801200000315,2431527.545140000060201,2431527.545140000060201,2431527.545140000060201,9,18,6573.811579600000186,0.002703572736710
1111,665,666,42,101,016200,2,1500000US421010162002,421010162002,2,BG,223441.000000000000000,0.000000000000000,6757.730801200000315,2431527.545140000060201,2431527.545140000060201,2431527.545140000060201,10,19,2249498.140190000180155,0.925137839662000
1112,665,666,42,101,016200,2,1500000US421010162002,421010162002,2,BG,223441.000000000000000,0.000000000000000,6757.730801200000315,2431527.545140000060201,2431527.545140000060201,2431527.545140000060201,12,20,15104.365600099999938,0.006211883402390
1113,665,666,42,101,016200,2,1500000US421010162002,421010162002,2,BG,223441.000000000000000,0.000000000000000,6757.730801200000315,2431527.545140000060201,2431527.545140000060201,2431527.545140000060201,30,37,160351.227782000001753,0.065946704203500
1114,666,667,42,101,030900,2,1500000US421010309002,421010309002,2,BG,73437.000000000000000,0.000000000000000,4248.376189949999571,798041.945855999947526,798041.945855999947526,798041.945855999947526,50,53,798041.945860999985598,1.000000000010000
1115,667,668,42,101,008801,1,1500000US421010088011,421010088011,1,BG,107222.000000000000000,0.000000000000000,4311.060194599999704,1156937.971820000093430,1156937.971820000093430,1156937.971820000093430,19,27,1156937.971810000017285,0.999999999991000
1116,668,669,42,101,036201,1,1500000US421010362011,421010362011,1,BG,251649.000000000000000,7357.000000000000000,9432.548681280000892,2697143.402129999827594,2697143.402129999827594,2697143.402129999827594,64,66A,2690632.325459999963641,0.997585936044000
1117,668,669,42,101,036201,1,1500000US421010362011,421010362011,1,BG,251649.000000000000000,7357.000000000000000,9432.548681280000892,2697143.402129999827594,2697143.402129999827594,2697143.402129999827594,65,66B,6511.076675369999975,0.002414063957530
1118,669,670,42,101,008500,1,1500000US421010085001,421010085001,1,BG,87489.000000000000000,0.000000000000000,3930.196000859999913,945417.914987000054680,945417.914987000054680,945417.914987000054680,40,44,1738.516557910000074,0.001838886835490
1119,669,670,42,101,008500,1,1500000US421010085001,421010085001,1,BG,87489.000000000000000,0.000000000000000,3930.196000859999913,945417.914987000054680,945417.914987000054680,945417.914987000054680,58,60,943679.398415999952704,0.998161113151000
1120,670,671,42,101,033400,2,1500000US421010334002,421010334002,2,BG,297404.000000000000000,0.000000000000000,7777.186912979999761,3131414.899720000103116,3131414.899720000103116,3131414.899720000103116,53,56,2875306.645229999907315,0.918213247784000
1121,670,671,42,101,033400,2,1500000US421010334002,421010334002,2,BG,297404.000000000000000,0.000000000000000,7777.186912979999761,3131414.899720000103116,3131414.899720000103116,3131414.899720000103116,62,64,256108.254512000014074,0.081786752223400
1122,671,672,42,101,036202,1,1500000US421010362021,421010362021,1,BG,249663.000000000000000,2329.000000000000000,7030.626032219999615,2814236.237999999895692,2814236.237999999895692,2814236.237999999895692,64,66A,646240.798596999957226,0.229632747198000
1123,671,672,42,101,036202,1,1500000US421010362021,421010362021,1,BG,249663.000000000000000,2329.000000000000000,7030.626032219999615,2814236.237999999895692,2814236.237999999895692,2814236.237999999895692,65,66B,2167995.439410000108182,0.770367252804000
1124,672,673,42,101,038300,2,1500000US421010383002,421010383002,2,BG,159019.000000000000000,0.000000000000000,7146.383863879999808,1673934.454649999970570,1673934.454649999970570,1673934.454649999970570,66,7,1673934.454609999898821,0.999999999976000
1125,673,674,42,101,020500,2,1500000US421010205002,421010205002,2,BG,504707.000000000000000,0.000000000000000,16571.835185600000841,5382765.811479999683797,5382765.811479999683797,5382765.811479999683797,2,11,2931.745679189999919,0.000544654139130
1126,673,674,42,101,020500,2,1500000US421010205002,421010205002,2,BG,504707.000000000000000,0.000000000000000,16571.835185600000841,5382765.811479999683797,5382765.811479999683797,5382765.811479999683797,4,13,2242977.647750000003725,0.416696123574000
1127,673,674,42,101,020500,2,1500000US421010205002,421010205002,2,BG,504707.000000000000000,0.000000000000000,16571.835185600000841,5382765.811479999683797,5382765.811479999683797,5382765.811479999683797,31,38,3136856.418099999893457,0.582759222296000
1128,674,675,42,101,028901,2,1500000US421010289012,421010289012,2,BG,413289.000000000000000,0.000000000000000,9848.222509920000448,4440140.625749999657273,4440140.625749999657273,4440140.625749999657273,26,33,3716.743203059999814,0.000837077812695
1129,674,675,42,101,028901,2,1500000US421010289012,421010289012,2,BG,413289.000000000000000,0.000000000000000,9848.222509920000448,4440140.625749999657273,4440140.625749999657273,4440140.625749999657273,38,42,4434393.473629999905825,0.998705637365000
1130,674,675,42,101,028901,2,1500000US421010289012,421010289012,2,BG,413289.000000000000000,0.000000000000000,9848.222509920000448,4440140.625749999657273,4440140.625749999657273,4440140.625749999657273,66,7,2030.408913219999931,0.000457284821441
1131,675,676,42,101,006900,2,1500000US421010069002,421010069002,2,BG,151760.000000000000000,0.000000000000000,7861.181186730000263,1549211.404919999884441,1549211.404919999884441,1549211.404919999884441,36,40B,1549211.404889999888837,0.999999999981000
1132,676,677,42,101,031102,3,1500000US421010311023,421010311023,3,BG,94980.000000000000000,0.000000000000000,4363.718671779999568,1043797.214580000028946,1043797.214580000028946,1043797.214580000028946,28,35,7.095264283920000,0.000006797550506
1133,676,677,42,101,031102,3,1500000US421010311023,421010311023,3,BG,94980.000000000000000,0.000000000000000,4363.718671779999568,1043797.214580000028946,1043797.214580000028946,1043797.214580000028946,50,53,1028205.253950000042096,0.985062270322000
1134,676,677,42,101,031102,3,1500000US421010311023,421010311023,3,BG,94980.000000000000000,0.000000000000000,4363.718671779999568,1043797.214580000028946,1043797.214580000028946,1043797.214580000028946,51,54,15584.865341299999272,0.014930932104100
1135,677,678,42,101,034702,3,1500000US421010347023,421010347023,3,BG,400580.000000000000000,0.000000000000000,8930.107182850000754,4253089.952300000004470,4253089.952300000004470,4253089.952300000004470,54,57,4253089.952309999614954,1.000000000000000
1136,678,679,42,101,003701,2,1500000US421010037012,421010037012,2,BG,51052.000000000000000,0.000000000000000,3007.948558489999868,549434.258967999950983,549434.258967999950983,549434.258967999950983,44,48,549434.258972999989055,1.000000000010000
1137,679,680,42,101,017000,1,1500000US421010170001,421010170001,1,BG,534885.000000000000000,50400.000000000000000,13124.712937099999181,6224701.870269999839365,6224701.870269999839365,6224701.870269999839365,31,38,6154962.987060000188649,0.988796429988000
1138,679,680,42,101,017000,1,1500000US421010170001,421010170001,1,BG,534885.000000000000000,50400.000000000000000,13124.712937099999181,6224701.870269999839365,6224701.870269999839365,6224701.870269999839365,49,52,69738.883201599994209,0.011203570011100
1139,680,681,42,101,014100,2,1500000US421010141002,421010141002,2,BG,223744.000000000000000,0.000000000000000,7295.423735719999968,2409458.625279999803752,2409458.625279999803752,2409458.625279999803752,5,14,2409458.625310000032187,1.000000000010000
1140,681,682,42,101,013700,5,1500000US421010137005,421010137005,5,BG,264474.000000000000000,0.000000000000000,7527.971076140000150,2893437.454369999933988,2893437.454369999933988,2893437.454369999933988,6,15,813.595984291000036,0.000281186649831
1141,681,682,42,101,013700,5,1500000US421010137005,421010137005,5,BG,264474.000000000000000,0.000000000000000,7527.971076140000150,2893437.454369999933988,2893437.454369999933988,2893437.454369999933988,21,29,2874493.214929999783635,0.993452687422000
1142,681,682,42,101,013700,5,1500000US421010137005,421010137005,5,BG,264474.000000000000000,0.000000000000000,7527.971076140000150,2893437.454369999933988,2893437.454369999933988,2893437.454369999933988,31,38,18130.643438899998728,0.006266125922820
1143,682,683,42,101,013800,2,1500000US421010138002,421010138002,2,BG,189661.000000000000000,0.000000000000000,6646.132569430000331,2045640.642969999928027,2045640.642969999928027,2045640.642969999928027,6,15,2921.477547240000149,0.001428147977640
