Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T005_009,SE_T005_010,SE_T005_011,SE_T005_012,SE_T005_013,SE_T005_014,SE_T005_015,SE_T005_016,SE_T005_017,SE_T005_018,SE_T005_019,SE_T005_020,SE_T005_021,SE_T005_022,SE_T005_023,SE_T005_024,SE_T005_025,SE_T005_026,SE_T005_027,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T009_005,SE_T010_001,SE_T010_002,SE_T010_003,SE_T010_004,SE_T010_005,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T037_001,SE_T037_002,SE_T037_003,SE_T057_001
421010121002.000000000000000,15000US421010121002,"Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16847,,,,,42,101,,,,12100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1574,475,61,0,21,12,19,57,43,33,61,85,64,19,1099,85,42,36,21,48,80,172,60,125,97,88,245,1574,278,204,494,598,475,94,76,137,168,1099,184,128,357,430,1574,293,1197,0,9,0,0,75,1574,1522,293,1145,0,9,0,0,75,52,0,52,0,0,0,0,0,1229,230,999,505,215,80,12,3,374,349,25,21000
421010122011.000000000000000,15000US421010122011,"Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16848,,,,,42,101,,,,12201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,731,237,0,0,54,0,14,45,47,26,12,0,0,39,494,0,0,0,0,14,120,61,57,62,25,41,114,731,54,193,265,219,237,54,59,85,39,494,0,134,180,180,731,375,81,0,236,0,0,39,731,693,337,81,0,236,0,0,39,38,38,0,0,0,0,0,0,649,106,543,390,303,85,41,14,244,244,0,18183
421010122012.000000000000000,15000US421010122012,"Block Group 2, Census Tract 122.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 122.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16849,,,,,42,101,,,,12201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346,2346,1153,30,0,81,63,115,211,109,133,199,88,93,31,1193,55,0,36,0,146,284,90,108,110,207,104,53,2346,265,756,749,576,1153,174,326,441,212,1193,91,430,308,364,2346,709,1125,146,301,0,50,15,2346,2296,709,1125,146,301,0,0,15,50,0,0,0,0,0,50,0,1820,153,1667,1141,739,387,157,66,905,843,62,25625
421010122031.000000000000000,15000US421010122031,"Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16850,,,,,42,101,,,,12203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,643,274,9,0,45,0,61,92,12,7,38,0,10,0,369,15,0,0,0,128,134,46,12,5,29,0,0,643,69,415,120,39,274,54,153,57,10,369,15,262,63,29,643,312,81,66,116,0,34,34,643,616,295,81,66,116,0,27,31,27,17,0,0,0,0,7,3,385,23,362,338,240,135,58,33,367,343,24,38438
421010122041.000000000000000,15000US421010122041,"Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16851,,,,,42,101,,,,12204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105,2105,881,66,17,48,35,120,74,144,167,157,27,26,0,1224,37,53,74,23,19,218,99,218,176,133,142,32,2105,353,431,961,360,881,166,194,468,53,1224,187,237,493,307,2105,436,1504,0,116,0,36,13,2105,2060,436,1495,0,116,0,0,13,45,0,9,0,0,0,36,0,1613,28,1585,1264,681,267,90,37,1210,1095,115,52941
421010122042.000000000000000,15000US421010122042,"Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16852,,,,,42,101,,,,12204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,1648,545,25,44,0,0,50,85,67,48,35,40,85,66,1103,60,20,9,40,18,154,70,106,132,132,176,186,1648,198,307,458,685,545,69,135,150,191,1103,129,172,308,494,1648,309,1231,18,57,0,15,18,1648,1594,297,1204,18,57,0,0,18,54,12,27,0,0,0,15,0,1382,298,1084,745,435,148,21,21,640,558,82,36406
421010125001.000000000000000,15000US421010125001,"Block Group 1, Census Tract 125, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 125, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16853,,,,,42,101,,,,12500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,1320,571,0,0,0,0,94,284,23,46,35,31,29,29,749,0,0,0,0,176,213,16,45,47,53,67,132,1320,0,767,212,341,571,0,378,104,89,749,0,389,108,252,1320,1034,164,18,96,0,8,0,1320,1302,1024,164,18,96,0,0,0,18,10,0,0,0,0,8,0,1050,48,1002,866,812,442,241,66,680,665,15,85703
421010125002.000000000000000,15000US421010125002,"Block Group 2, Census Tract 125, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 125, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16854,,,,,42,101,,,,12500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746,2746,1574,103,0,0,0,140,502,216,124,290,138,35,26,1172,30,14,0,56,85,484,72,41,126,140,68,56,2746,203,1211,869,463,1574,103,642,630,199,1172,100,569,239,264,2746,2087,290,0,369,0,0,0,2746,2605,1946,290,0,369,0,0,0,141,141,0,0,0,0,0,0,2318,103,2215,2068,1740,954,311,56,1690,1619,71,57974
421010125003.000000000000000,15000US421010125003,"Block Group 3, Census Tract 125, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 125, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16855,,,,,42,101,,,,12500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1125,655,22,0,0,0,228,296,30,79,0,0,0,0,470,0,0,0,0,63,256,15,19,58,0,44,15,1125,22,843,201,59,655,22,524,109,0,470,0,319,92,59,1125,826,107,22,140,0,0,30,1125,1071,806,92,22,140,0,0,11,54,20,15,0,0,0,0,19,812,0,812,720,591,220,94,65,862,820,42,66167
421010131001.000000000000000,15000US421010131001,"Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16856,,,,,42,101,,,,13100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,955,528,69,29,37,36,55,71,45,83,44,28,20,11,427,35,28,11,3,33,80,33,81,42,64,12,5,955,248,239,328,140,528,171,126,172,59,427,77,113,156,81,955,142,691,0,74,0,6,42,955,918,137,672,0,74,0,0,35,37,5,19,0,0,0,6,7,619,99,520,337,240,123,33,6,412,338,74,38958
421010131002.000000000000000,15000US421010131002,"Block Group 2, Census Tract 131, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 131, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16857,,,,,42,101,,,,13100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,755,356,0,25,40,50,25,105,0,32,47,7,16,9,399,28,31,19,19,60,97,44,58,23,10,10,0,755,212,287,204,52,356,115,130,79,32,399,97,157,125,20,755,181,500,0,16,0,0,58,755,755,181,500,0,16,0,0,58,0,0,0,0,0,0,0,0,458,80,378,218,102,32,5,0,360,282,78,30511
421010132001.000000000000000,15000US421010132001,"Block Group 1, Census Tract 132, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 132, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16858,,,,,42,101,,,,13200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,1247,440,41,47,42,20,109,58,0,36,0,71,16,0,807,61,14,32,17,109,64,151,42,110,65,60,82,1247,274,340,339,294,440,150,167,36,87,807,124,173,303,207,1247,417,787,0,20,0,0,23,1247,1085,316,749,0,20,0,0,0,162,101,38,0,0,0,0,23,755,154,601,330,133,10,10,10,402,321,81,25188
421010132002.000000000000000,15000US421010132002,"Block Group 2, Census Tract 132, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 132, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16859,,,,,42,101,,,,13200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,1510,736,32,50,4,13,36,223,104,43,67,79,74,11,774,39,36,41,13,50,130,54,62,76,176,91,6,1510,228,439,406,437,736,99,259,214,164,774,129,180,192,273,1510,254,1046,42,109,0,27,32,1510,1399,218,998,42,109,0,0,32,111,36,48,0,0,0,27,0,1196,303,893,520,248,152,88,75,627,480,147,12115
421010133001.000000000000000,15000US421010133001,"Block Group 1, Census Tract 133, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 133, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16860,,,,,42,101,,,,13300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,1820,863,117,39,41,11,47,322,183,94,0,0,9,0,957,14,16,28,17,136,475,149,9,104,9,0,0,1820,283,980,539,18,863,208,369,277,9,957,75,611,262,9,1820,944,477,0,162,0,181,56,1820,1597,902,477,0,162,0,0,56,223,42,0,0,0,0,181,0,1354,97,1257,1151,927,487,240,46,1236,1139,97,57891
421010133002.000000000000000,15000US421010133002,"Block Group 2, Census Tract 133, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 133, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16861,,,,,42,101,,,,13300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,1943,1166,143,29,9,37,319,149,145,106,162,59,8,0,777,49,67,29,18,66,234,64,124,76,50,0,0,1943,381,768,677,117,1166,218,468,413,67,777,163,300,264,50,1943,572,1229,0,85,0,25,32,1943,1890,544,1229,0,85,0,0,32,53,28,0,0,0,0,25,0,1177,168,1009,712,473,128,33,9,827,682,145,41328
421010134011.000000000000000,15000US421010134011,"Block Group 1, Census Tract 134.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 134.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16862,,,,,42,101,,,,13401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,1018,310,12,0,0,0,0,15,26,25,20,77,74,61,708,0,0,0,0,10,26,23,124,111,176,74,164,1018,12,51,329,626,310,12,15,71,212,708,0,36,258,414,1018,981,9,0,28,0,0,0,1018,1001,964,9,0,28,0,0,0,17,17,0,0,0,0,0,0,996,21,975,874,709,319,144,62,456,443,13,75250
421010134012.000000000000000,15000US421010134012,"Block Group 2, Census Tract 134.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 134.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16863,,,,,42,101,,,,13401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,1309,681,49,7,0,0,15,307,35,69,97,81,10,11,628,62,13,0,0,38,275,66,40,59,38,37,0,1309,131,635,366,177,681,56,322,201,102,628,75,313,165,75,1309,1149,88,0,46,0,26,0,1309,1263,1129,88,0,46,0,0,0,46,20,0,0,0,0,26,0,1125,26,1099,1083,992,491,235,139,987,957,30,93625
421010134021.000000000000000,15000US421010134021,"Block Group 1, Census Tract 134.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 134.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16864,,,,,42,101,,,,13402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,965,345,20,0,27,0,0,150,58,46,9,34,0,1,620,10,27,14,29,87,233,122,41,19,38,0,0,965,127,470,295,73,345,47,150,113,35,620,80,320,182,38,965,850,40,0,48,0,27,0,965,792,704,40,0,48,0,0,0,173,146,0,0,0,0,27,0,751,27,724,670,659,296,85,26,745,689,56,72250
421010134022.000000000000000,15000US421010134022,"Block Group 2, Census Tract 134.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 134.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16865,,,,,42,101,,,,13402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,461,254,13,0,0,6,25,108,34,34,24,10,0,0,207,0,0,0,0,21,96,0,34,49,7,0,0,461,19,250,175,17,254,19,133,92,10,207,0,117,83,7,461,314,64,0,25,0,0,58,461,412,294,48,0,25,0,0,45,49,20,16,0,0,0,0,13,396,7,389,360,272,155,60,16,363,355,8,98203
421010134023.000000000000000,15000US421010134023,"Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16866,,,,,42,101,,,,13402,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1360,640,0,37,0,0,16,399,86,25,45,23,9,0,720,43,0,0,0,63,345,126,41,50,38,14,0,1360,80,823,373,84,640,37,415,156,32,720,43,408,217,52,1360,1220,54,0,55,0,11,20,1360,1173,1053,45,0,55,0,0,20,187,167,9,0,0,0,11,0,1201,37,1164,1016,897,335,136,74,1092,1078,14,75139
421010135001.000000000000000,15000US421010135001,"Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16867,,,,,42,101,,,,13500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,408,191,8,13,0,0,0,26,77,30,9,19,9,0,217,11,0,10,9,10,17,45,16,39,43,17,0,408,51,53,216,88,191,21,26,116,28,217,30,27,100,60,408,395,0,0,0,0,0,13,408,395,395,0,0,0,0,0,0,13,0,0,0,0,0,0,13,347,0,347,291,248,116,36,24,287,287,0,72063
421010135002.000000000000000,15000US421010135002,"Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16868,,,,,42,101,,,,13500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,497,229,0,6,0,0,36,86,44,24,7,7,19,0,268,35,17,0,0,22,102,38,14,30,10,0,0,497,58,246,157,36,229,6,122,75,26,268,52,124,82,10,497,393,100,0,0,0,4,0,497,493,393,100,0,0,0,0,0,4,0,0,0,0,0,4,0,381,19,362,318,236,89,42,13,376,356,20,54219
421010135003.000000000000000,15000US421010135003,"Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16869,,,,,42,101,,,,13500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,734,392,8,49,6,0,0,68,103,64,46,24,0,24,342,28,15,7,0,5,65,55,48,38,71,10,0,734,113,138,354,129,392,63,68,213,48,342,50,70,141,81,734,583,0,0,139,0,0,12,734,676,537,0,0,139,0,0,0,58,46,0,0,0,0,0,12,616,71,545,484,424,174,44,8,462,446,16,93750
421010135004.000000000000000,15000US421010135004,"Block Group 4, Census Tract 135, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 135, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16870,,,,,42,101,,,,13500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142,2142,1099,50,34,13,53,177,486,70,186,0,8,22,0,1043,146,61,11,11,86,250,104,223,14,77,60,0,2142,379,999,597,167,1099,150,663,256,30,1043,229,336,341,137,2142,608,1110,0,16,0,378,30,2142,1679,566,1078,0,16,0,0,19,463,42,32,0,0,0,378,11,1500,189,1311,825,630,191,67,0,1203,1156,47,45133
421010136011.000000000000000,15000US421010136011,"Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16871,,,,,42,101,,,,13601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106,1106,576,92,13,11,0,19,102,136,77,72,54,0,0,530,34,9,12,0,5,173,84,84,52,27,27,23,1106,171,299,505,131,576,116,121,285,54,530,55,178,220,77,1106,939,39,0,112,0,0,16,1106,1106,939,39,0,112,0,0,16,0,0,0,0,0,0,0,0,911,15,896,808,695,380,123,43,763,742,21,117500
421010136012.000000000000000,15000US421010136012,"Block Group 2, Census Tract 136.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 136.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16872,,,,,42,101,,,,13601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,1758,815,50,0,23,21,50,298,162,84,66,50,11,0,943,24,10,10,27,114,320,129,63,104,102,31,9,1758,165,782,608,203,815,94,348,312,61,943,71,434,296,142,1758,1305,106,0,258,0,10,79,1758,1718,1285,106,0,248,0,0,79,40,20,0,0,10,0,10,0,1429,32,1397,1313,1222,733,297,117,1298,1244,54,84414
421010136021.000000000000000,15000US421010136021,"Block Group 1, Census Tract 136.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 136.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16873,,,,,42,101,,,,13602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,611,260,18,9,11,5,19,72,26,60,30,10,0,0,351,30,0,21,7,38,99,16,73,31,17,0,19,611,101,228,236,46,260,43,91,116,10,351,58,137,120,36,611,471,9,0,47,0,7,77,611,601,471,9,0,47,0,7,67,10,0,0,0,0,0,0,10,453,19,434,411,348,124,34,8,392,392,0,85750
421010136022.000000000000000,15000US421010136022,"Block Group 2, Census Tract 136.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 136.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16874,,,,,42,101,,,,13602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,1193,575,66,0,4,0,13,168,104,72,66,72,10,0,618,22,66,3,0,67,168,135,50,43,24,40,0,1193,161,416,470,146,575,70,181,242,82,618,91,235,228,64,1193,963,169,0,39,0,0,22,1193,1193,963,169,0,39,0,0,22,0,0,0,0,0,0,0,0,952,111,841,726,603,247,108,74,854,760,94,93315
421010136023.000000000000000,15000US421010136023,"Block Group 3, Census Tract 136.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 136.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16875,,,,,42,101,,,,13602,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,616,61,0,9,19,57,189,133,61,44,43,0,0,684,38,131,0,9,24,202,126,88,14,34,18,0,1300,267,472,466,95,616,89,246,238,43,684,178,226,228,52,1300,730,462,13,78,0,0,17,1300,1274,717,462,0,78,0,0,17,26,13,0,13,0,0,0,0,952,31,921,746,650,370,108,59,869,858,11,51433
421010136024.000000000000000,15000US421010136024,"Block Group 4, Census Tract 136.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 136.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16876,,,,,42,101,,,,13602,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,563,247,21,0,0,10,14,75,42,9,54,16,6,0,316,42,21,8,0,17,62,90,11,40,25,0,0,563,102,168,246,47,247,31,89,105,22,316,71,79,141,25,563,475,29,0,48,0,0,11,563,524,436,29,0,48,0,0,11,39,39,0,0,0,0,0,0,430,0,430,330,313,156,48,8,376,376,0,110227
421010137001.000000000000000,15000US421010137001,"Block Group 1, Census Tract 137, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 137, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16877,,,,,42,101,,,,13700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,841,300,0,0,0,9,107,27,30,52,51,24,0,0,541,0,0,75,75,0,86,104,0,85,32,69,15,841,159,220,322,140,300,9,134,133,24,541,150,86,189,116,841,81,678,0,0,82,0,0,841,824,64,678,0,0,82,0,0,17,17,0,0,0,0,0,0,575,160,415,240,160,145,0,0,336,324,12,41596
421010137002.000000000000000,15000US421010137002,"Block Group 2, Census Tract 137, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 137, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16878,,,,,42,101,,,,13700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,651,267,25,13,26,22,0,0,83,4,70,0,24,0,384,101,22,7,0,0,64,118,29,18,25,0,0,651,216,64,322,49,267,86,0,157,24,384,130,64,165,25,651,189,447,0,0,0,0,15,651,651,189,447,0,0,0,0,15,0,0,0,0,0,0,0,0,435,0,435,283,271,127,46,0,261,257,4,32446
421010137003.000000000000000,15000US421010137003,"Block Group 3, Census Tract 137, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 137, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16879,,,,,42,101,,,,13700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,457,0,0,0,0,49,123,86,151,0,0,29,19,643,0,135,0,54,139,65,65,55,49,57,24,0,1100,189,376,406,129,457,0,172,237,48,643,189,204,169,81,1100,38,1062,0,0,0,0,0,1100,1100,38,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,723,192,531,270,59,19,0,0,580,508,72,35848
421010137004.000000000000000,15000US421010137004,"Block Group 4, Census Tract 137, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 137, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16880,,,,,42,101,,,,13700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,992,442,94,0,0,0,118,96,33,101,0,0,0,0,550,80,0,31,45,0,140,61,114,56,23,0,0,992,250,354,365,23,442,94,214,134,0,550,156,140,231,23,992,406,560,0,0,0,6,20,992,967,387,560,0,0,0,0,20,25,19,0,0,0,0,6,0,624,42,582,415,387,190,47,15,614,603,11,66806
421010137005.000000000000000,15000US421010137005,"Block Group 5, Census Tract 137, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 137, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16881,,,,,42,101,,,,13700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,1221,577,25,0,0,0,111,150,122,78,19,72,0,0,644,91,49,0,0,12,155,103,100,0,70,41,23,1221,165,428,422,206,577,25,261,219,72,644,140,167,203,134,1221,319,830,0,47,0,0,25,1221,1174,301,801,0,47,0,0,25,47,18,29,0,0,0,0,0,933,98,835,742,223,147,63,17,697,536,161,38976
421010138001.000000000000000,15000US421010138001,"Block Group 1, Census Tract 138, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 138, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16882,,,,,42,101,,,,13800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,508,166,0,15,0,12,17,44,18,23,25,5,0,7,342,22,19,15,37,27,50,36,44,73,13,6,0,508,120,138,219,31,166,27,61,66,12,342,93,77,153,19,508,21,393,9,0,0,50,35,508,458,21,393,9,0,0,0,35,50,0,0,0,0,0,50,0,344,54,290,155,45,9,0,0,216,173,43,24479
421010138002.000000000000000,15000US421010138002,"Block Group 2, Census Tract 138, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 138, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16883,,,,,42,101,,,,13800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,1610,825,35,56,83,80,62,144,66,124,104,36,30,5,785,19,43,95,6,37,235,68,89,104,45,35,9,1610,417,478,555,160,825,254,206,294,71,785,163,272,261,89,1610,294,1278,0,0,0,13,25,1610,1507,217,1265,0,0,0,0,25,103,77,13,0,0,0,13,0,1094,166,928,560,207,34,5,5,680,581,99,30469
421010139001.000000000000000,15000US421010139001,"Block Group 1, Census Tract 139, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 139, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16884,,,,,42,101,,,,13900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,503,153,24,39,0,27,45,63,28,86,28,0,10,597,0,57,122,11,92,100,35,94,58,18,10,0,1100,406,264,364,66,503,216,72,177,38,597,190,192,187,28,1100,32,1068,0,0,0,0,0,1100,1100,32,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,575,195,380,86,9,0,0,0,429,317,112,10813
421010139002.000000000000000,15000US421010139002,"Block Group 2, Census Tract 139, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 139, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16885,,,,,42,101,,,,13900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,921,298,62,9,89,10,42,14,0,0,21,51,0,0,623,30,73,31,0,9,197,15,69,43,95,19,42,921,304,262,148,207,298,170,56,21,51,623,134,206,127,156,921,0,878,0,0,0,43,0,921,824,0,824,0,0,0,0,0,97,0,54,0,0,0,43,0,566,170,396,229,47,6,0,0,214,200,14,14174
421010139003.000000000000000,15000US421010139003,"Block Group 3, Census Tract 139, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 139, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16886,,,,,42,101,,,,13900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,939,619,0,17,7,0,22,154,95,116,80,76,46,6,320,0,0,0,0,8,81,46,16,47,81,29,12,939,24,265,400,250,619,24,176,291,128,320,0,89,109,122,939,434,475,0,10,0,10,10,939,876,384,462,0,10,0,10,10,63,50,13,0,0,0,0,0,885,300,585,298,206,68,6,6,376,365,11,23533
